id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,Bitcoin,BTC,bitcoin,11096,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000,19706431,19706431,False,,1,,,,2024-06-01T15:26:00.000Z,67711.9232375768,17478298135.4351,-38.2813,-0.03089598,0.51762976,-2.08041158,14.11703134,2.74279713,8.80924062,1334360343158.6,52.6547,1421950387989.11,,2024-06-01T15:26:00.000Z,,,,,,2024-06-01 17:29:25.912265
1027,Ethereum,ETH,ethereum,9018,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120142090.733303,120142090.733303,True,,2,,,,2024-06-01T15:25:00.000Z,3806.85277164826,11152172057.3057,-25.7736,0.11991459,1.04909371,1.57448267,26.90540955,15.50672034,11.0214761,457363251099.694,18.052,457363251099.69,,2024-06-01T15:25:00.000Z,,,,,,2024-06-01 17:29:25.912265
825,Tether USDt,USDT,tether,87491,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112141340734.728,115086550406.949,True,,3,,,,2024-06-01T15:25:00.000Z,0.999142603653216,42823519461.8438,-28.4862,0.01282979,-0.00277843,-0.08081934,-0.09270636,-0.09574072,-0.13026313,112045191158.858,4.4224,114987875619.07,,2024-06-01T15:25:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-01 17:29:25.912265
1839,BNB,BNB,bnb,2173,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147585277.028267,147585277.028267,False,,4,,,,2024-06-01T15:25:00.000Z,597.403708507766,1475701100.33648,-7.965,0.15146928,0.74702357,-0.88279047,5.71059842,7.1287001,44.2907123,88167991817.8326,3.48,88167991817.83,,2024-06-01T15:25:00.000Z,,,,,,2024-06-01 17:29:25.912265
5426,Solana,SOL,solana,669,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,459698026.622123,577256889.534964,True,,5,,,,2024-06-01T15:25:00.000Z,167.507438935386,1496946281.92584,-43.1035,0.13157364,1.02443235,-0.60552244,19.87227302,-7.789358,29.6891161,77002839123.1228,3.0393,96694823173.81,,2024-06-01T15:25:00.000Z,,,,,,2024-06-01 17:29:25.912265
3408,USDC,USDC,usd-coin,19520,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32368833685.3099,32368833685.3099,False,,6,,,,2024-06-01T15:25:00.000Z,1.00022294639299,4159817098.20745,-32.8365,0.01312637,0.01435991,0.01802717,0.01437005,0.01854437,0.03787023,32376050200.0254,1.2779,32376050200.03,,2024-06-01T15:25:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-01 17:29:25.912265
52,XRP,XRP,xrp,1333,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000,55450358947,99987572899,False,,7,,,,2024-06-01T15:26:00.000Z,0.520815532602451,707848101.068618,-42.1003,-0.05713069,-0.0338031,-3.86836214,-0.11547758,-11.78707809,-16.36778732,28879408227.9789,1.1399,52081553260.25,,2024-06-01T15:26:00.000Z,,,,,,2024-06-01 17:29:25.912265
74,Dogecoin,DOGE,dogecoin,975,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144530506383.705,144530506383.705,True,,8,,,,2024-06-01T15:26:00.000Z,0.160514833591105,706069348.52368,-34.4427,-0.2472433,0.99010181,-4.69421144,20.10934257,-14.07694406,15.19927133,23199290181.0186,0.9157,23199290181.02,,2024-06-01T15:26:00.000Z,,,,,,2024-06-01 17:29:25.912265
2010,Cardano,ADA,cardano,1189,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000,35700460169.947,36925434173.444,False,,9,,,,2024-06-01T15:25:00.000Z,0.449583061329664,207712400.412508,-29.3576,-0.02405294,-0.23141596,-2.44811646,-2.21518146,-23.65256746,-38.03709513,16050322174.0825,0.6335,20231237759.83,,2024-06-01T15:25:00.000Z,,,,,,2024-06-01 17:29:25.912265
11419,Toncoin,TON,toncoin,382,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2412328696.04458,5107159891.96229,True,,10,3414166606,21501879738.4542,,2024-06-01T15:25:00.000Z,6.29784138262823,129753301.91222,-9.1796,-0.11836245,-1.59719069,-2.31268899,25.92978163,25.23962363,137.71725519,15192463490.4511,0.5996,32164082915.3,,2024-06-01T15:25:00.000Z,,,,,,2024-06-01 17:29:25.912265
5994,Shiba Inu,SHIB,shiba-inu,828,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271829576221,589519966647078,False,,11,,,,2024-06-01T15:25:00.000Z,2.54175212042029E-05,387563651.44853,-41.3246,0.21736102,-0.99382844,2.20325562,9.57716374,-4.50185937,17.85615305,14977829223.293,0.5912,14984136252.55,,2024-06-01T15:25:00.000Z,1027,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-01 17:29:25.912265
5805,Avalanche,AVAX,avalanche,735,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719,393109862.042184,442456232.042184,False,,12,,,,2024-06-01T15:25:00.000Z,36.068344372877,202804903.677997,-35.1733,-0.15759854,0.55621077,-5.62729584,6.00560191,-24.48684583,-15.66983255,14178821880.5117,0.5596,25815871281.34,,2024-06-01T15:25:00.000Z,,,,,,2024-06-01 17:29:25.912265
1975,Chainlink,LINK,chainlink,1787,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000,587099970.452787,1000000000,False,,13,,,,2024-06-01T15:25:00.000Z,18.6082326108927,386488486.773022,-2.8269,0.30017191,4.95020873,8.47663287,36.54258179,3.83520218,-9.24408053,10924892816.0337,0.4312,18608232610.89,,2024-06-01T15:25:00.000Z,1027,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-01 17:29:25.912265
6636,Polkadot,DOT,polkadot-new,774,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.36815,1437953431.36815,True,,14,1451892807.90212,10324245443.9355,,2024-06-01T15:26:00.000Z,7.11088682838326,145208886.631082,-20.6544,-0.12722433,2.50331212,-3.02092075,0.91402363,-17.10919786,-23.54201292,10225124114.9443,0.4036,10225124114.94,,2024-06-01T15:26:00.000Z,,,,,,2024-06-01 17:29:25.912265
1958,TRON,TRX,tron,985,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87371139931.2711,87371213858.8368,True,,15,71659659264,8031750864.14551,,2024-06-01T15:25:00.000Z,0.112081901402236,203331542.773364,-25.7233,0.14881163,0.19124614,-1.25053266,-9.02027546,-3.85331919,-20.0525728,9792723491.17773,0.3865,9792731777.12,,2024-06-01T15:25:00.000Z,,,,,,2024-06-01 17:29:25.912265
1,Bitcoin,BTC,bitcoin,11096,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000,19706431,19706431,False,,1,,,,2024-06-01T15:32:00.000Z,67730.5576851584,17391914126.5452,-38.6689,0.00265444,0.61780632,-2.0320717,14.24253688,2.77187391,8.97221783,1334727561614.09,52.6504,1422341711388.33,,2024-06-01T15:32:00.000Z,,,,,,2024-06-01 17:33:26.810473
1027,Ethereum,ETH,ethereum,9018,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120142090.733303,120142090.733303,True,,2,,,,2024-06-01T15:31:00.000Z,3807.24740034943,11120277279.6983,-26.2177,0.07805901,0.9819579,1.61077968,26.92859692,15.6193869,11.22844235,457410662616.915,18.0396,457410662616.92,,2024-06-01T15:31:00.000Z,,,,,,2024-06-01 17:33:26.810473
825,Tether USDt,USDT,tether,87491,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112141340734.728,115086550406.949,True,,3,,,,2024-06-01T15:31:00.000Z,0.999140184810754,42694678781.7707,-28.7675,0.01598795,-0.02612936,-0.07939523,-0.10469196,-0.09716949,-0.12659101,112044919906.622,4.4189,114987597242.83,,2024-06-01T15:31:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-01 17:33:26.810473
1839,BNB,BNB,bnb,2173,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147585277.028267,147585277.028267,False,,4,,,,2024-06-01T15:31:00.000Z,597.372458444652,1477402650.73985,-8.0288,0.11494375,0.64008541,-0.82615427,5.68107055,7.2398053,44.27993493,88163379768.6108,3.477,88163379768.61,,2024-06-01T15:31:00.000Z,,,,,,2024-06-01 17:33:26.810473
5426,Solana,SOL,solana,669,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,459698026.622123,577256889.534964,True,,5,,,,2024-06-01T15:31:00.000Z,167.592511149883,1497028780.38308,-43.1207,0.17415793,0.90500923,-0.54279205,19.88219163,-7.52467831,29.84491605,77041946652.2472,3.0384,96743931695.74,,2024-06-01T15:31:00.000Z,,,,,,2024-06-01 17:33:26.810473
3408,USDC,USDC,usd-coin,19520,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32368833685.3099,32368833685.3099,False,,6,,,,2024-06-01T15:31:00.000Z,1.00021580384278,4144798003.71284,-33.1891,0.01053739,0.006096,0.01405976,-0.00220051,0.01851013,0.03600528,32375819004.0056,1.2769,32375819004.01,,2024-06-01T15:31:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-01 17:33:26.810473
52,XRP,XRP,xrp,1333,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000,55450358947,99987572899,False,,7,,,,2024-06-01T15:32:00.000Z,0.520503245133267,705776796.361397,-42.1308,-0.12350118,-0.02604495,-3.94393717,-0.15618452,-11.80745163,-16.3281547,28862091775.718,1.1387,52050324513.33,,2024-06-01T15:32:00.000Z,,,,,,2024-06-01 17:33:26.810473
74,Dogecoin,DOGE,dogecoin,975,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144530506383.705,144530506383.705,True,,8,,,,2024-06-01T15:32:00.000Z,0.160401814566272,705054757.522637,-34.511,-0.39607059,0.93171473,-4.52778901,19.64505153,-14.07132994,15.29410834,23182955484.1285,0.9146,23182955484.13,,2024-06-01T15:32:00.000Z,,,,,,2024-06-01 17:33:26.810473
2010,Cardano,ADA,cardano,1189,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000,35700460169.947,36925434173.444,False,,9,,,,2024-06-01T15:31:00.000Z,0.449460531333408,206495837.595977,-30.0325,-0.06247278,-0.31846417,-2.47389798,-2.33829196,-23.63268096,-38.00821349,16045947796.8315,0.6328,20225723910,,2024-06-01T15:31:00.000Z,,,,,,2024-06-01 17:33:26.810473
11419,Toncoin,TON,toncoin,382,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2412328696.04458,5107159891.96229,True,,10,3414166606,21502144686.2046,,2024-06-01T15:31:00.000Z,6.29791898509495,129542271.894851,-9.3773,0.0040264,-1.51358424,-2.34443852,26.24220125,25.49944314,137.93905594,15192650693.1085,0.5992,32164479243.5,,2024-06-01T15:31:00.000Z,,,,,,2024-06-01 17:33:26.810473
5994,Shiba Inu,SHIB,shiba-inu,828,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271829576221,589519966647078,False,,11,,,,2024-06-01T15:31:00.000Z,2.53862342684091E-05,387612715.991162,-41.2867,0.07466749,-1.09377936,2.16332442,9.56314179,-4.49877514,18.24974126,14959392713.396,0.59,14965691979.21,,2024-06-01T15:31:00.000Z,1027,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-01 17:33:26.810473
5805,Avalanche,AVAX,avalanche,735,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719,393109862.042184,442456232.042184,False,,12,,,,2024-06-01T15:31:00.000Z,36.0519005637922,202502902.437047,-35.2553,-0.29256759,0.50080594,-5.62585525,5.89997355,-24.47524744,-15.53727272,14172357656.9909,0.5589,25804101646.05,,2024-06-01T15:31:00.000Z,,,,,,2024-06-01 17:33:26.810473
1975,Chainlink,LINK,chainlink,1787,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000,587099970.452787,1000000000,False,,13,,,,2024-06-01T15:31:00.000Z,18.6003564529193,386210807.607906,-2.8536,0.24268123,4.94338753,8.46512791,36.53110801,3.76920026,-9.18784432,10920268723.9202,0.4307,18600356452.92,,2024-06-01T15:31:00.000Z,1027,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-01 17:33:26.810473
6636,Polkadot,DOT,polkadot-new,774,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.36815,1437953431.36815,True,,14,1451892807.90212,10316888676.1647,,2024-06-01T15:32:00.000Z,7.1058198098466,144982529.900164,-20.6917,-0.17934405,2.45293458,-3.18787566,0.91350631,-17.19405122,-23.75228083,10217837978.2527,0.4031,10217837978.25,,2024-06-01T15:32:00.000Z,,,,,,2024-06-01 17:33:26.810473
1958,TRON,TRX,tron,985,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87371139931.2711,87371213858.8368,True,,15,71659659264,8028602082.46631,,2024-06-01T15:31:00.000Z,0.11203796061726,202951759.446415,-25.9829,0.09174944,0.1207914,-1.29959278,-9.02323957,-3.88586475,-20.05958891,9788884334.70487,0.3861,9788892617.4,,2024-06-01T15:31:00.000Z,,,,,,2024-06-01 17:33:26.810473
1,Bitcoin,BTC,bitcoin,11096,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000,19706431,19706431,False,,1,,,,2024-06-01T15:36:00.000Z,67717.5983708246,17296436345.9463,-39.0206,-0.11141962,0.61404316,-2.01346365,14.09305593,2.96573563,8.93058837,1334472179780.37,52.6479,1422069565787.32,,2024-06-01T15:36:00.000Z,,,,,,2024-06-01 17:37:27.770240
1027,Ethereum,ETH,ethereum,9018,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120142090.733303,120142090.733303,True,,2,,,,2024-06-01T15:35:00.000Z,3807.35421804656,11091519841.4973,-26.3728,-0.03022138,1.16661141,1.56663052,27.02916494,15.86813182,11.24120846,457423495918.376,18.0464,457423495918.38,,2024-06-01T15:35:00.000Z,,,,,,2024-06-01 17:37:27.770240
825,Tether USDt,USDT,tether,87491,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112141340734.728,115086550406.949,True,,3,,,,2024-06-01T15:35:00.000Z,0.99906487134214,42589612065.6055,-28.8847,0.01628843,0.0050826,-0.08971744,-0.10497911,-0.1015009,-0.12725663,112036474153.276,4.4201,114978929675.53,,2024-06-01T15:35:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-01 17:37:27.770240
1839,BNB,BNB,bnb,2173,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147585277.028267,147585277.028267,False,,4,,,,2024-06-01T15:35:00.000Z,596.996526014075,1475780531.5042,-8.2041,0.02025987,0.72827323,-0.93551859,5.63482257,7.16687446,44.19992896,88107897676.7002,3.4761,88107897676.7,,2024-06-01T15:35:00.000Z,,,,,,2024-06-01 17:37:27.770240
5426,Solana,SOL,solana,669,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,459698026.622123,577256889.534964,True,,5,,,,2024-06-01T15:35:00.000Z,167.672887367895,1495995648.13645,-43.0999,0.19459345,1.19936041,-0.52759377,20.12700911,-7.38683571,30.04949487,77078895441.0549,3.0409,96790329421.34,,2024-06-01T15:35:00.000Z,,,,,,2024-06-01 17:37:27.770240
3408,USDC,USDC,usd-coin,19520,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32368833685.3099,32368833685.3099,False,,6,,,,2024-06-01T15:35:00.000Z,1.00012365238313,4127407148.64669,-33.3611,0.00972275,0.02872951,0.01542036,-0.00903187,0.01320499,0.03474767,32372836168.7341,1.2772,32372836168.73,,2024-06-01T15:35:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-01 17:37:27.770240
